V_DC_MAX_V,S_mrad_V,L_um
1.021519422279035666e+03,4.533427008292444071e+01,9.999999999999998579e+01
9.194233314865649618e+02,4.533151620016802497e+01,8.999999999999998579e+01
9.194233314865649618e+02,4.533151620016802497e+01,8.999999999999998579e+01
9.194233314865649618e+02,4.533151620016802497e+01,8.999999999999998579e+01
9.194254903018839968e+02,4.533140976155756618e+01,8.999999999999998579e+01
9.194257519451057306e+02,4.533139686148807357e+01,8.999999999999998579e+01
9.194257519451057306e+02,4.533139686148807357e+01,8.999999999999998579e+01
9.194257519451057306e+02,4.533139686148807357e+01,8.999999999999998579e+01
1.021611516470247238e+03,4.533018337983804713e+01,9.999999999999998579e+01
1.021611516470247238e+03,4.533018337983804713e+01,9.999999999999998579e+01
9.194694342799754168e+02,4.532924324856306697e+01,8.999999999999998579e+01
9.194694342799754168e+02,4.532924324856306697e+01,8.999999999999998579e+01
9.194861890840785463e+02,4.532841726270293492e+01,8.999999999999998579e+01
1.021671345280246101e+03,4.532752885601179571e+01,9.999999999999998579e+01
1.021671345280246101e+03,4.532752885601179571e+01,9.999999999999998579e+01
1.021687696723387717e+03,4.532680341856822537e+01,9.999999999999998579e+01
1.021687696723387717e+03,4.532680341856822537e+01,9.999999999999998579e+01
1.021687696723387717e+03,4.532680341856822537e+01,9.999999999999998579e+01
9.195741258667812872e+02,4.532408260922915133e+01,8.999999999999998579e+01
9.195741258667812872e+02,4.532408260922915133e+01,8.999999999999998579e+01
9.195741258667812872e+02,4.532408260922915133e+01,8.999999999999998579e+01
9.196114567572744818e+02,4.532224271439947927e+01,8.999999999999998579e+01
9.196159864298177808e+02,4.532201947456736235e+01,8.999999999999998579e+01
9.196159864298177808e+02,4.532201947456736235e+01,8.999999999999998579e+01
9.196159864298177808e+02,4.532201947456736235e+01,8.999999999999998579e+01
1.021808558124532624e+03,4.532144208064730861e+01,9.999999999999998579e+01
1.021808558124532624e+03,4.532144208064730861e+01,9.999999999999998579e+01
1.021808558124532624e+03,4.532144208064730861e+01,9.999999999999998579e+01
9.196373666900747139e+02,4.532096580210163239e+01,8.999999999999998579e+01
9.196373666900747139e+02,4.532096580210163239e+01,8.999999999999998579e+01
9.196439601504416714e+02,4.532064086984006224e+01,8.999999999999998579e+01
9.196439601504416714e+02,4.532064086984006224e+01,8.999999999999998579e+01
9.196439601504416714e+02,4.532064086984006224e+01,8.999999999999998579e+01
9.196616241252268082e+02,4.531977039461681755e+01,8.999999999999998579e+01
9.196616241252268082e+02,4.531977039461681755e+01,8.999999999999998579e+01
1.021896059903460355e+03,4.531756134662627744e+01,9.999999999999998579e+01
1.021896059903460355e+03,4.531756134662627744e+01,9.999999999999998579e+01
1.021896059903460355e+03,4.531756134662627744e+01,9.999999999999998579e+01
9.197553494044068430e+02,4.531515220116422427e+01,8.999999999999998579e+01
1.021966236305079178e+03,4.531444947925486133e+01,9.999999999999998579e+01
1.021966236305079178e+03,4.531444947925486133e+01,9.999999999999998579e+01
1.021966236305079178e+03,4.531444947925486133e+01,9.999999999999998579e+01
9.198113896648929995e+02,4.531239133848970368e+01,8.999999999999998579e+01
9.198131524011459987e+02,4.531230450151122113e+01,8.999999999999998579e+01
9.198131524011459987e+02,4.531230450151122113e+01,8.999999999999998579e+01
9.198472383981179519e+02,4.531062540197213195e+01,8.999999999999998579e+01
9.199897287786787956e+02,4.530360757551710549e+01,8.999999999999998579e+01
9.199897287786787956e+02,4.530360757551710549e+01,8.999999999999998579e+01
9.199897287786787956e+02,4.530360757551710549e+01,8.999999999999998579e+01
9.200533736976735781e+02,4.530047368729198354e+01,8.999999999999998579e+01
1.022307733938588967e+03,4.529931237645574527e+01,9.999999999999998579e+01
1.022307733938588967e+03,4.529931237645574527e+01,9.999999999999998579e+01
1.022307733938588967e+03,4.529931237645574527e+01,9.999999999999998579e+01
9.201095216766830163e+02,4.529770930980669874e+01,8.999999999999998579e+01
9.201518729681132527e+02,4.529562441866594469e+01,8.999999999999998579e+01
9.201518729681132527e+02,4.529562441866594469e+01,8.999999999999998579e+01
9.201866261235367119e+02,4.529391371582509151e+01,8.999999999999998579e+01
9.201866261235367119e+02,4.529391371582509151e+01,8.999999999999998579e+01
9.202004518797223227e+02,4.529323318735279713e+01,8.999999999999998579e+01
9.202004518797223227e+02,4.529323318735279713e+01,8.999999999999998579e+01
9.202004518797223227e+02,4.529323318735279713e+01,8.999999999999998579e+01
1.022450736087278869e+03,4.529297671765539945e+01,9.999999999999998579e+01
1.022450736087278869e+03,4.529297671765539945e+01,9.999999999999998579e+01
9.202184141384300347e+02,4.529234908336213294e+01,8.999999999999998579e+01
9.202184141384300347e+02,4.529234908336213294e+01,8.999999999999998579e+01
9.202476440566806559e+02,4.529091045793381909e+01,8.999999999999998579e+01
9.202476440566806559e+02,4.529091045793381909e+01,8.999999999999998579e+01
9.202537138777124710e+02,4.529061172757641884e+01,8.999999999999998579e+01
9.202537138777124710e+02,4.529061172757641884e+01,8.999999999999998579e+01
9.202627081283312691e+02,4.529016907668014369e+01,8.999999999999998579e+01
1.022523849938165540e+03,4.528973811941033034e+01,9.999999999999998579e+01
9.203252917343269246e+02,4.528708927204755241e+01,8.999999999999998579e+01
9.203252917343269246e+02,4.528708927204755241e+01,8.999999999999998579e+01
9.203252917343269246e+02,4.528708927204755241e+01,8.999999999999998579e+01
9.203321179893848694e+02,4.528675337023975800e+01,8.999999999999998579e+01
9.203321179893848694e+02,4.528675337023975800e+01,8.999999999999998579e+01
9.203321179893848694e+02,4.528675337023975800e+01,8.999999999999998579e+01
1.022623162708075824e+03,4.528533977454081594e+01,9.999999999999998579e+01
9.203625354306485633e+02,4.528525666963795260e+01,8.999999999999998579e+01
9.203625354306485633e+02,4.528525666963795260e+01,8.999999999999998579e+01
9.203625354306485633e+02,4.528525666963795260e+01,8.999999999999998579e+01
1.022654302130637120e+03,4.528396085369909940e+01,9.999999999999998579e+01
1.022654302130637120e+03,4.528396085369909940e+01,9.999999999999998579e+01
9.203996331312382608e+02,4.528343139849204135e+01,8.999999999999998579e+01
9.203996331312382608e+02,4.528343139849204135e+01,8.999999999999998579e+01
9.203996331312382608e+02,4.528343139849204135e+01,8.999999999999998579e+01
9.204102655918034088e+02,4.528290829013852203e+01,8.999999999999998579e+01
9.204102655918034088e+02,4.528290829013852203e+01,8.999999999999998579e+01
9.204102655918034088e+02,4.528290829013852203e+01,8.999999999999998579e+01
9.205046809313184895e+02,4.527826366284980963e+01,8.999999999999998579e+01
9.205072915113361205e+02,4.527813525264443939e+01,8.999999999999998579e+01
9.205127520933899632e+02,4.527786665780723041e+01,8.999999999999998579e+01
9.205127520933899632e+02,4.527786665780723041e+01,8.999999999999998579e+01
9.205374351754931013e+02,4.527665258735505205e+01,8.999999999999998579e+01
9.205374351754931013e+02,4.527665258735505205e+01,8.999999999999998579e+01
9.205374351754931013e+02,4.527665258735505205e+01,8.999999999999998579e+01
1.022856777036437620e+03,4.527499687563885544e+01,9.999999999999998579e+01
9.206512927588914863e+02,4.527105319235228365e+01,8.999999999999998579e+01
9.206512927588914863e+02,4.527105319235228365e+01,8.999999999999998579e+01
9.206512927588914863e+02,4.527105319235228365e+01,8.999999999999998579e+01
9.206766358964157462e+02,4.526980703221072133e+01,8.999999999999998579e+01
1.022985573243205977e+03,4.526929665071726561e+01,9.999999999999998579e+01
1.022985573243205977e+03,4.526929665071726561e+01,9.999999999999998579e+01
1.022988458387603146e+03,4.526916897727527811e+01,9.999999999999998579e+01
1.022988458387603146e+03,4.526916897727527811e+01,9.999999999999998579e+01
9.207038780541859069e+02,4.526846757089771245e+01,8.999999999999998579e+01
9.207201700111342006e+02,4.526766655453160837e+01,8.999999999999998579e+01
9.207201700111342006e+02,4.526766655453160837e+01,8.999999999999998579e+01
9.207454359028716908e+02,4.526642437844494538e+01,8.999999999999998579e+01
9.207454359028716908e+02,4.526642437844494538e+01,8.999999999999998579e+01
9.207454359028716908e+02,4.526642437844494538e+01,8.999999999999998579e+01
1.125528251376838625e+03,4.525947799239230562e+01,1.099999999999999858e+02
1.125528251376838625e+03,4.525947799239230562e+01,1.099999999999999858e+02
9.209232324397371485e+02,4.525768509029663988e+01,8.999999999999998579e+01
9.209232324397371485e+02,4.525768509029663988e+01,8.999999999999998579e+01
9.209232324397371485e+02,4.525768509029663988e+01,8.999999999999998579e+01
1.023269763527469991e+03,4.525672411633566838e+01,9.999999999999998579e+01
1.023292251386762246e+03,4.525572955506289219e+01,9.999999999999998579e+01
1.023292251386762246e+03,4.525572955506289219e+01,9.999999999999998579e+01
9.209756165803520389e+02,4.525511087997337256e+01,8.999999999999998579e+01
9.209756165803520389e+02,4.525511087997337256e+01,8.999999999999998579e+01
9.209756165803520389e+02,4.525511087997337256e+01,8.999999999999998579e+01
1.023333932305784174e+03,4.525388626584975071e+01,9.999999999999998579e+01
1.023333932305784174e+03,4.525388626584975071e+01,9.999999999999998579e+01
1.023333932305784174e+03,4.525388626584975071e+01,9.999999999999998579e+01
1.023350685053104939e+03,4.525314543777100340e+01,9.999999999999998579e+01
1.023379088852114023e+03,4.525188944059308227e+01,9.999999999999998579e+01
1.023379088852114023e+03,4.525188944059308227e+01,9.999999999999998579e+01
1.023379088852114023e+03,4.525188944059308227e+01,9.999999999999998579e+01
9.210594811295278532e+02,4.525099029976155407e+01,8.999999999999998579e+01
9.210594811295278532e+02,4.525099029976155407e+01,8.999999999999998579e+01
9.210594811295278532e+02,4.525099029976155407e+01,8.999999999999998579e+01
9.210937118471259737e+02,4.524930863170752104e+01,8.999999999999998579e+01
9.210937118471259737e+02,4.524930863170752104e+01,8.999999999999998579e+01
9.210937118471259737e+02,4.524930863170752104e+01,8.999999999999998579e+01
9.210966708704590928e+02,4.524916326828988389e+01,8.999999999999998579e+01
9.210966708704590928e+02,4.524916326828988389e+01,8.999999999999998579e+01
9.211266473759390010e+02,4.524769071096616102e+01,8.999999999999998579e+01
9.211266473759390010e+02,4.524769071096616102e+01,8.999999999999998579e+01
9.211266473759390010e+02,4.524769071096616102e+01,8.999999999999998579e+01
1.023479100830777725e+03,4.524746753202889948e+01,9.999999999999998579e+01
1.023479100830777725e+03,4.524746753202889948e+01,9.999999999999998579e+01
1.023479100830777725e+03,4.524746753202889948e+01,9.999999999999998579e+01
9.211433713412501447e+02,4.524686920930485456e+01,8.999999999999998579e+01
9.211433713412501447e+02,4.524686920930485456e+01,8.999999999999998579e+01
1.023526663437678394e+03,4.524536491214770706e+01,9.999999999999998579e+01
1.023526663437678394e+03,4.524536491214770706e+01,9.999999999999998579e+01
1.023526663437678394e+03,4.524536491214770706e+01,9.999999999999998579e+01
9.211812400501277125e+02,4.524500916217925095e+01,8.999999999999998579e+01
9.211812400501277125e+02,4.524500916217925095e+01,8.999999999999998579e+01
9.212044366339110866e+02,4.524386986062568639e+01,8.999999999999998579e+01
9.212044366339110866e+02,4.524386986062568639e+01,8.999999999999998579e+01
9.212044366339110866e+02,4.524386986062568639e+01,8.999999999999998579e+01
1.023618194311157367e+03,4.524131911871192813e+01,9.999999999999998579e+01
1.023618194311157367e+03,4.524131911871192813e+01,9.999999999999998579e+01
1.023618194311157367e+03,4.524131911871192813e+01,9.999999999999998579e+01
9.212592478794758790e+02,4.524117803108156721e+01,8.999999999999998579e+01
9.212592478794758790e+02,4.524117803108156721e+01,8.999999999999998579e+01
9.213500699643437883e+02,4.523671838187264171e+01,8.999999999999998579e+01
9.213500699643437883e+02,4.523671838187264171e+01,8.999999999999998579e+01
9.213849263185567224e+02,4.523500705902123542e+01,8.999999999999998579e+01
9.213849263185567224e+02,4.523500705902123542e+01,8.999999999999998579e+01
9.213849263185567224e+02,4.523500705902123542e+01,8.999999999999998579e+01
9.214096619221193123e+02,4.523379270752482739e+01,8.999999999999998579e+01
9.214096619221193123e+02,4.523379270752482739e+01,8.999999999999998579e+01
9.214096619221193123e+02,4.523379270752482739e+01,8.999999999999998579e+01
9.214332047171277509e+02,4.523263697545036166e+01,8.999999999999998579e+01
9.214332047171277509e+02,4.523263697545036166e+01,8.999999999999998579e+01
9.214332047171277509e+02,4.523263697545036166e+01,8.999999999999998579e+01
9.214596425683721463e+02,4.523133919346132359e+01,8.999999999999998579e+01
9.214596425683721463e+02,4.523133919346132359e+01,8.999999999999998579e+01
9.215084146934173077e+02,4.522894526140826343e+01,8.999999999999998579e+01
9.215084146934173077e+02,4.522894526140826343e+01,8.999999999999998579e+01
1.023906765506007105e+03,4.522856860083815178e+01,9.999999999999998579e+01
1.023906765506007105e+03,4.522856860083815178e+01,9.999999999999998579e+01
1.024001507540448074e+03,4.522438399117445584e+01,9.999999999999998579e+01
1.024001507540448074e+03,4.522438399117445584e+01,9.999999999999998579e+01
1.024001507540448074e+03,4.522438399117445584e+01,9.999999999999998579e+01
9.216191409416503575e+02,4.522351131239629041e+01,8.999999999999998579e+01
9.216191409416503575e+02,4.522351131239629041e+01,8.999999999999998579e+01
9.216191409416503575e+02,4.522351131239629041e+01,8.999999999999998579e+01
9.216226821731293057e+02,4.522333754614145818e+01,8.999999999999998579e+01
9.216226821731293057e+02,4.522333754614145818e+01,8.999999999999998579e+01
9.216226821731293057e+02,4.522333754614145818e+01,8.999999999999998579e+01
9.216683687346477427e+02,4.522109585177181401e+01,8.999999999999998579e+01
9.216683687346477427e+02,4.522109585177181401e+01,8.999999999999998579e+01
9.216683687346477427e+02,4.522109585177181401e+01,8.999999999999998579e+01
9.217324033281352058e+02,4.521795425180259542e+01,8.999999999999998579e+01
9.217324033281352058e+02,4.521795425180259542e+01,8.999999999999998579e+01
9.217324033281352058e+02,4.521795425180259542e+01,8.999999999999998579e+01
1.024173667357810928e+03,4.521678193896747189e+01,9.999999999999998579e+01
1.024173667357810928e+03,4.521678193896747189e+01,9.999999999999998579e+01
9.218158755746278530e+02,4.521385967681944607e+01,8.999999999999998579e+01
9.218158755746278530e+02,4.521385967681944607e+01,8.999999999999998579e+01
9.218558638033952093e+02,4.521189839172574665e+01,8.999999999999998579e+01
9.218558638033952093e+02,4.521189839172574665e+01,8.999999999999998579e+01
9.218842488958723607e+02,4.521050630381617452e+01,8.999999999999998579e+01
9.218842488958723607e+02,4.521050630381617452e+01,8.999999999999998579e+01
9.218917277286531089e+02,4.521013953426351151e+01,8.999999999999998579e+01
9.219108383649908092e+02,4.520920235628548767e+01,8.999999999999998579e+01
9.219108383649908092e+02,4.520920235628548767e+01,8.999999999999998579e+01
1.024404475256283149e+03,4.520659417557216386e+01,9.999999999999998579e+01
1.024459844678583067e+03,4.520415087531334564e+01,9.999999999999998579e+01
9.220416059494696128e+02,4.520279060853983566e+01,8.999999999999998579e+01
9.220416059494696128e+02,4.520279060853983566e+01,8.999999999999998579e+01
9.221140543143663990e+02,4.519923913000739901e+01,8.999999999999998579e+01
9.221140543143663990e+02,4.519923913000739901e+01,8.999999999999998579e+01
9.221140543143663990e+02,4.519923913000739901e+01,8.999999999999998579e+01
1.024578196750379448e+03,4.519892920953238757e+01,9.999999999999998579e+01
1.024578196750379448e+03,4.519892920953238757e+01,9.999999999999998579e+01
1.024578196750379448e+03,4.519892920953238757e+01,9.999999999999998579e+01
9.221228624080586087e+02,4.519880738804620535e+01,8.999999999999998579e+01
9.221228624080586087e+02,4.519880738804620535e+01,8.999999999999998579e+01
9.221442884475766277e+02,4.519775719292447036e+01,8.999999999999998579e+01
9.221442884475766277e+02,4.519775719292447036e+01,8.999999999999998579e+01
1.024694500583106901e+03,4.519379908665258938e+01,9.999999999999998579e+01
1.024694500583106901e+03,4.519379908665258938e+01,9.999999999999998579e+01
1.024694500583106901e+03,4.519379908665258938e+01,9.999999999999998579e+01
9.222516782545690148e+02,4.519249422779697056e+01,8.999999999999998579e+01
9.222516782545690148e+02,4.519249422779697056e+01,8.999999999999998579e+01
9.222516782545690148e+02,4.519249422779697056e+01,8.999999999999998579e+01
1.024740214150384872e+03,4.519178299540666899e+01,9.999999999999998579e+01
1.024740214150384872e+03,4.519178299540666899e+01,9.999999999999998579e+01
1.024752178349635642e+03,4.519125537174537754e+01,9.999999999999998579e+01
1.024752178349635642e+03,4.519125537174537754e+01,9.999999999999998579e+01
1.024752178349635642e+03,4.519125537174537754e+01,9.999999999999998579e+01
9.223631146038031829e+02,4.518703424518296430e+01,8.999999999999998579e+01
9.223631146038031829e+02,4.518703424518296430e+01,8.999999999999998579e+01
9.223631146038031829e+02,4.518703424518296430e+01,8.999999999999998579e+01
9.223929537124760145e+02,4.518557245948738199e+01,8.999999999999998579e+01
9.223949948144074824e+02,4.518547247156491409e+01,8.999999999999998579e+01
9.223949948144074824e+02,4.518547247156491409e+01,8.999999999999998579e+01
9.223949948144074824e+02,4.518547247156491409e+01,8.999999999999998579e+01
9.224164560128858739e+02,4.518442117376257272e+01,8.999999999999998579e+01
9.224492119309894633e+02,4.518281668737960644e+01,8.999999999999998579e+01
1.127484489204940928e+03,4.518095070108445555e+01,1.099999999999999858e+02
1.025061949479414125e+03,4.517759868861541861e+01,9.999999999999998579e+01
1.025061949479414125e+03,4.517759868861541861e+01,9.999999999999998579e+01
1.025061949479414125e+03,4.517759868861541861e+01,9.999999999999998579e+01
1.025066932688672978e+03,4.517737906449050200e+01,9.999999999999998579e+01
1.025066932688672978e+03,4.517737906449050200e+01,9.999999999999998579e+01
9.225705004294093214e+02,4.517687659284174373e+01,8.999999999999998579e+01
9.225845998569085396e+02,4.517618617583688945e+01,8.999999999999998579e+01
1.025188508459317291e+03,4.517202153791842534e+01,9.999999999999998579e+01
1.025188508459317291e+03,4.517202153791842534e+01,9.999999999999998579e+01
1.025219442944444609e+03,4.517065853876926695e+01,9.999999999999998579e+01
1.025219442944444609e+03,4.517065853876926695e+01,9.999999999999998579e+01
1.025219442944444609e+03,4.517065853876926695e+01,9.999999999999998579e+01
9.227524005117116985e+02,4.516797097789471849e+01,8.999999999999998579e+01
9.227524005117116985e+02,4.516797097789471849e+01,8.999999999999998579e+01
9.227524005117116985e+02,4.516797097789471849e+01,8.999999999999998579e+01
9.227547030287078087e+02,4.516785827186296842e+01,8.999999999999998579e+01
1.025287766854459960e+03,4.516764842189368778e+01,9.999999999999998579e+01
1.025287766854459960e+03,4.516764842189368778e+01,9.999999999999998579e+01
1.025287766854459960e+03,4.516764842189368778e+01,9.999999999999998579e+01
9.227870053677261239e+02,4.516627716217877975e+01,8.999999999999998579e+01
9.227975090746472233e+02,4.516576305877758557e+01,8.999999999999998579e+01
9.227975090746472233e+02,4.516576305877758557e+01,8.999999999999998579e+01
9.227975090746472233e+02,4.516576305877758557e+01,8.999999999999998579e+01
9.228090825339514822e+02,4.516519660995236762e+01,8.999999999999998579e+01
1.025389790539479463e+03,4.516315435536583323e+01,9.999999999999998579e+01
1.025389790539479463e+03,4.516315435536583323e+01,9.999999999999998579e+01
1.025389790539479463e+03,4.516315435536583323e+01,9.999999999999998579e+01
9.229040182901542266e+02,4.516055063159573990e+01,8.999999999999998579e+01
9.229040182901542266e+02,4.516055063159573990e+01,8.999999999999998579e+01
9.229040182901542266e+02,4.516055063159573990e+01,8.999999999999998579e+01
9.230017600032844030e+02,4.515576833347247998e+01,8.999999999999998579e+01
9.230017600032844030e+02,4.515576833347247998e+01,8.999999999999998579e+01
9.230017600032844030e+02,4.515576833347247998e+01,8.999999999999998579e+01
9.230691401736220314e+02,4.515247215203859099e+01,8.999999999999998579e+01
9.230691401736220314e+02,4.515247215203859099e+01,8.999999999999998579e+01
9.230691401736220314e+02,4.515247215203859099e+01,8.999999999999998579e+01
9.231225714498026491e+02,4.514985868088707832e+01,8.999999999999998579e+01
9.231225714498026491e+02,4.514985868088707832e+01,8.999999999999998579e+01
9.231225714498026491e+02,4.514985868088707832e+01,8.999999999999998579e+01
1.025721776971522104e+03,4.514853679063156022e+01,9.999999999999998579e+01
1.025721776971522104e+03,4.514853679063156022e+01,9.999999999999998579e+01
1.025721776971522104e+03,4.514853679063156022e+01,9.999999999999998579e+01
9.231825301285842897e+02,4.514692629667774071e+01,8.999999999999998579e+01
9.231825301285842897e+02,4.514692629667774071e+01,8.999999999999998579e+01
9.231825301285842897e+02,4.514692629667774071e+01,8.999999999999998579e+01
9.232048393970263760e+02,4.514583532005467248e+01,8.999999999999998579e+01
9.232135719264889531e+02,4.514540829282171330e+01,8.999999999999998579e+01
9.232705247475503256e+02,4.514262345534307741e+01,8.999999999999998579e+01
9.232705247475503256e+02,4.514262345534307741e+01,8.999999999999998579e+01
9.232705247475503256e+02,4.514262345534307741e+01,8.999999999999998579e+01
9.233208408799574727e+02,4.514016341965621848e+01,8.999999999999998579e+01
9.233208408799574727e+02,4.514016341965621848e+01,8.999999999999998579e+01
9.233208408799574727e+02,4.514016341965621848e+01,8.999999999999998579e+01
9.233836509636830669e+02,4.513709291105362809e+01,8.999999999999998579e+01
9.233836509636830669e+02,4.513709291105362809e+01,8.999999999999998579e+01
9.234276430929319304e+02,4.513494257817144018e+01,8.999999999999998579e+01
9.234279126751365538e+02,4.513492940163956746e+01,8.999999999999998579e+01
9.234279126751365538e+02,4.513492940163956746e+01,8.999999999999998579e+01
9.234279126751365538e+02,4.513492940163956746e+01,8.999999999999998579e+01
9.234287259161108068e+02,4.513488965241699447e+01,8.999999999999998579e+01
9.234774939487671190e+02,4.513250611866881457e+01,8.999999999999998579e+01
9.234774939487671190e+02,4.513250611866881457e+01,8.999999999999998579e+01
9.234774939487671190e+02,4.513250611866881457e+01,8.999999999999998579e+01
1.026149311096030488e+03,4.512972613613821693e+01,9.999999999999998579e+01
1.026149311096030488e+03,4.512972613613821693e+01,9.999999999999998579e+01
9.235396239412860950e+02,4.512946988481937183e+01,8.999999999999998579e+01
9.235396239412860950e+02,4.512946988481937183e+01,8.999999999999998579e+01
9.235396239412860950e+02,4.512946988481937183e+01,8.999999999999998579e+01
9.235469757453869306e+02,4.512911063615039353e+01,8.999999999999998579e+01
9.235469757453869306e+02,4.512911063615039353e+01,8.999999999999998579e+01
9.235759040862014899e+02,4.512769709743921709e+01,8.999999999999998579e+01
9.235759040862014899e+02,4.512769709743921709e+01,8.999999999999998579e+01
9.235759040862014899e+02,4.512769709743921709e+01,8.999999999999998579e+01
9.236095758974929595e+02,4.512605188788278099e+01,8.999999999999998579e+01
9.236095758974929595e+02,4.512605188788278099e+01,8.999999999999998579e+01
9.236095758974929595e+02,4.512605188788278099e+01,8.999999999999998579e+01
9.236547661960257756e+02,4.512384407189887270e+01,8.999999999999998579e+01
9.236547661960257756e+02,4.512384407189887270e+01,8.999999999999998579e+01
9.236547661960257756e+02,4.512384407189887270e+01,8.999999999999998579e+01
1.026420254940044970e+03,4.511781325599014281e+01,9.999999999999998579e+01
9.237953800981100585e+02,4.511697562469866796e+01,8.999999999999998579e+01
9.237953800981100585e+02,4.511697562469866796e+01,8.999999999999998579e+01
9.238028045354423057e+02,4.511661302766334813e+01,8.999999999999998579e+01
9.238028045354423057e+02,4.511661302766334813e+01,8.999999999999998579e+01
9.238028045354423057e+02,4.511661302766334813e+01,8.999999999999998579e+01
1.026460317265579533e+03,4.511605232622825667e+01,9.999999999999998579e+01
1.026460317265579533e+03,4.511605232622825667e+01,9.999999999999998579e+01
1.026460317265579533e+03,4.511605232622825667e+01,9.999999999999998579e+01
9.238209970708687706e+02,4.511572455946070903e+01,8.999999999999998579e+01
9.238209970708687706e+02,4.511572455946070903e+01,8.999999999999998579e+01
9.238209970708687706e+02,4.511572455946070903e+01,8.999999999999998579e+01
9.238238176516535987e+02,4.511558681399089465e+01,8.999999999999998579e+01
9.238578411979285647e+02,4.511392531133622441e+01,8.999999999999998579e+01
9.238578411979285647e+02,4.511392531133622441e+01,8.999999999999998579e+01
1.026526747587548698e+03,4.511313270052045254e+01,9.999999999999998579e+01
1.026526747587548698e+03,4.511313270052045254e+01,9.999999999999998579e+01
9.239139100431468705e+02,4.511118751762192858e+01,8.999999999999998579e+01
1.129289078647630959e+03,4.510875212218425645e+01,1.099999999999999858e+02
1.129289078647630959e+03,4.510875212218425645e+01,1.099999999999999858e+02
1.129289078647630959e+03,4.510875212218425645e+01,1.099999999999999858e+02
9.239865621911120570e+02,4.510764046964035856e+01,8.999999999999998579e+01
9.239865621911120570e+02,4.510764046964035856e+01,8.999999999999998579e+01
1.129345643041084486e+03,4.510649280572170028e+01,1.099999999999999858e+02
1.129345643041084486e+03,4.510649280572170028e+01,1.099999999999999858e+02
1.026780260570837754e+03,4.510199422689020565e+01,9.999999999999998579e+01
1.026780260570837754e+03,4.510199422689020565e+01,9.999999999999998579e+01
1.026780260570837754e+03,4.510199422689020565e+01,9.999999999999998579e+01
1.026800629234920962e+03,4.510109953775219083e+01,9.999999999999998579e+01
1.026829734847128066e+03,4.509982114166692213e+01,9.999999999999998579e+01
9.242127319025653378e+02,4.509660190494935250e+01,8.999999999999998579e+01
9.242127319025653378e+02,4.509660190494935250e+01,8.999999999999998579e+01
1.026904862975000924e+03,4.509652164893693538e+01,9.999999999999998579e+01
1.026904862975000924e+03,4.509652164893693538e+01,9.999999999999998579e+01
1.026904862975000924e+03,4.509652164893693538e+01,9.999999999999998579e+01
9.242324334685960139e+02,4.509564059516621626e+01,8.999999999999998579e+01
9.243525488315458460e+02,4.508978062404979426e+01,8.999999999999998579e+01
9.243525488315458460e+02,4.508978062404979426e+01,8.999999999999998579e+01
9.243633769469877279e+02,4.508925243636730329e+01,8.999999999999998579e+01
9.243633769469877279e+02,4.508925243636730329e+01,8.999999999999998579e+01
9.243633769469877279e+02,4.508925243636730329e+01,8.999999999999998579e+01
9.243721673391984268e+02,4.508882365645872881e+01,8.999999999999998579e+01
9.243721673391984268e+02,4.508882365645872881e+01,8.999999999999998579e+01
9.243747456528400335e+02,4.508869789238991643e+01,8.999999999999998579e+01
9.243747456528400335e+02,4.508869789238991643e+01,8.999999999999998579e+01
1.027095872725776189e+03,4.508813501669574464e+01,9.999999999999998579e+01
1.027095872725776189e+03,4.508813501669574464e+01,9.999999999999998579e+01
1.027095872725776189e+03,4.508813501669574464e+01,9.999999999999998579e+01
1.027141882556871678e+03,4.508611533712493014e+01,9.999999999999998579e+01
1.027141882556871678e+03,4.508611533712493014e+01,9.999999999999998579e+01
1.027141882556871678e+03,4.508611533712493014e+01,9.999999999999998579e+01
9.244319562470587925e+02,4.508590747479179583e+01,8.999999999999998579e+01
9.244319562470587925e+02,4.508590747479179583e+01,8.999999999999998579e+01
9.244319562470587925e+02,4.508590747479179583e+01,8.999999999999998579e+01
9.244621969268969224e+02,4.508443264056094790e+01,8.999999999999998579e+01
9.244621969268969224e+02,4.508443264056094790e+01,8.999999999999998579e+01
9.244621969268969224e+02,4.508443264056094790e+01,8.999999999999998579e+01
1.027257321086013235e+03,4.508104876350954271e+01,9.999999999999998579e+01
9.245335124447498174e+02,4.508095497358880976e+01,8.999999999999998579e+01
9.245335124447498174e+02,4.508095497358880976e+01,8.999999999999998579e+01
9.245727648034933281e+02,4.507904108007551258e+01,8.999999999999998579e+01
9.246945615410804749e+02,4.507310346525061817e+01,8.999999999999998579e+01
9.246945615410804749e+02,4.507310346525061817e+01,8.999999999999998579e+01
9.246945615410804749e+02,4.507310346525061817e+01,8.999999999999998579e+01
9.247162282483382114e+02,4.507204737289693242e+01,8.999999999999998579e+01
9.247162282483382114e+02,4.507204737289693242e+01,8.999999999999998579e+01
9.247292524295340854e+02,4.507141256383221872e+01,8.999999999999998579e+01
9.247691794273147252e+02,4.506946660128346593e+01,8.999999999999998579e+01
9.247901864065781865e+02,4.506844283030900300e+01,8.999999999999998579e+01
9.247901864065781865e+02,4.506844283030900300e+01,8.999999999999998579e+01
9.247901864065781865e+02,4.506844283030900300e+01,8.999999999999998579e+01
9.248503096455127661e+02,4.506551299320083359e+01,8.999999999999998579e+01
9.248503096455127661e+02,4.506551299320083359e+01,8.999999999999998579e+01
