t_s,uy_mass_m
9.839999999999999301e-05,-1.606519137089253745e-12
9.859999999999999787e-05,-1.601803804823455419e-12
9.879999999999998918e-05,-1.597088472557652247e-12
9.899999999999999404e-05,-1.592373140291856143e-12
9.919999999999999890e-05,-1.587657808026054789e-12
9.939999999999999021e-05,-1.582942475760254242e-12
9.959999999999999507e-05,-1.578227143494454907e-12
9.979999999999999993e-05,-1.573511811228655976e-12
9.999999999999999124e-05,-1.568796478962853208e-12
1.001999999999999961e-04,-1.564425019363951567e-12
1.004000000000000010e-04,-1.568465730736554534e-12
1.005999999999999923e-04,-1.572506442109161338e-12
1.007999999999999971e-04,-1.576547153481761882e-12
1.010000000000000020e-04,-1.580587864854366061e-12
1.011999999999999933e-04,-1.584628576226966807e-12
1.013999999999999982e-04,-1.588669287599574418e-12
1.015999999999999895e-04,-1.592709998972175366e-12
1.017999999999999943e-04,-1.596750710344780353e-12
1.019999999999999992e-04,-1.600791421717387157e-12
1.021999999999999905e-04,-1.604832133089985479e-12
1.023999999999999954e-04,-1.608872844462598342e-12
1.026000000000000002e-04,-1.612913555835199088e-12
1.027999999999999915e-04,-1.616954267207804074e-12
1.029999999999999964e-04,-1.620994978580403002e-12
1.032000000000000013e-04,-1.625035689953008595e-12
1.033999999999999926e-04,-1.629076401325609946e-12
1.035999999999999974e-04,-1.633117112698212510e-12
1.037999999999999887e-04,-1.636639718581143902e-12
1.039999999999999936e-04,-1.633863197308577335e-12
1.041999999999999985e-04,-1.631086676036011374e-12
1.043999999999999898e-04,-1.628310154763444605e-12
1.045999999999999946e-04,-1.625533633490877836e-12
1.047999999999999995e-04,-1.622757112218310260e-12
1.049999999999999908e-04,-1.619980590945742885e-12
1.051999999999999957e-04,-1.617204069673177327e-12
1.054000000000000005e-04,-1.614427548400611366e-12
1.055999999999999918e-04,-1.611651027128045001e-12
1.057999999999999967e-04,-1.608874505855475607e-12
1.060000000000000016e-04,-1.606097984582909040e-12
1.061999999999999929e-04,-1.603321463310339242e-12
1.063999999999999977e-04,-1.600544942037772877e-12
1.065999999999999890e-04,-1.597768420765207521e-12
1.067999999999999939e-04,-1.594991899492637319e-12
1.069999999999999988e-04,-1.592215378220069743e-12
1.071999999999999901e-04,-1.589438856947503377e-12
1.073999999999999949e-04,-1.587061718232060019e-12
1.075999999999999998e-04,-1.587828141629338776e-12
1.077999999999999911e-04,-1.588594565026607235e-12
1.079999999999999960e-04,-1.589360988423884175e-12
1.082000000000000008e-04,-1.590127411821157682e-12
1.083999999999999921e-04,-1.590893835218434824e-12
1.085999999999999970e-04,-1.591660258615708130e-12
1.087999999999999883e-04,-1.592426682012982041e-12
1.089999999999999932e-04,-1.593193105410261000e-12
1.091999999999999980e-04,-1.593959528807535517e-12
1.093999999999999893e-04,-1.594725952204806803e-12
1.095999999999999942e-04,-1.595492375602085762e-12
1.097999999999999991e-04,-1.596258798999355433e-12
1.099999999999999904e-04,-1.597025222396628940e-12
1.101999999999999952e-04,-1.597791645793907899e-12
1.104000000000000001e-04,-1.598558069191186253e-12
1.105999999999999914e-04,-1.599324492588457337e-12
1.107999999999999963e-04,-1.600090915985734883e-12
1.110000000000000011e-04,-1.600857339383011015e-12
1.111999999999999924e-04,-1.601623762780282503e-12
1.113999999999999973e-04,-1.602390186177557222e-12
1.115999999999999886e-04,-1.603156609574831537e-12
1.117999999999999935e-04,-1.603923032972111910e-12
1.119999999999999983e-04,-1.604689456369382994e-12
1.121999999999999896e-04,-1.605455879766657915e-12
1.123999999999999945e-04,-1.606222303163931018e-12
1.125999999999999994e-04,-1.606988726561207150e-12
1.127999999999999907e-04,-1.607755149958483283e-12
1.129999999999999955e-04,-1.608521573355759011e-12
1.132000000000000004e-04,-1.609287996753033326e-12
1.133999999999999917e-04,-1.610054420150304612e-12
1.135999999999999966e-04,-1.610820843547584177e-12
1.138000000000000014e-04,-1.611587266944856069e-12
1.139999999999999927e-04,-1.612353690342128970e-12
1.141999999999999976e-04,-1.613120113739403487e-12
1.143999999999999889e-04,-1.613886537136682851e-12
1.145999999999999938e-04,-1.614453114594471426e-12
1.147999999999999986e-04,-1.614146134604592737e-12
1.149999999999999899e-04,-1.613839154614721318e-12
1.151999999999999948e-04,-1.613532174624842831e-12
1.153999999999999996e-04,-1.613225194634968383e-12
1.155999999999999910e-04,-1.612918214645094338e-12
1.157999999999999958e-04,-1.612611234655218477e-12
1.160000000000000007e-04,-1.612304254665345846e-12
1.161999999999999920e-04,-1.611997274675470792e-12
1.163999999999999969e-04,-1.611690294685594324e-12
1.165999999999999882e-04,-1.611383314695719270e-12
1.167999999999999930e-04,-1.611076334705846640e-12
1.169999999999999979e-04,-1.610769354715970778e-12
1.171999999999999892e-04,-1.610462374726099965e-12
1.173999999999999941e-04,-1.610155394736226728e-12
1.175999999999999989e-04,-1.609848414746346222e-12
1.177999999999999902e-04,-1.609541434756473187e-12
1.179999999999999951e-04,-1.609234454766601566e-12
1.181999999999999999e-04,-1.608927474776723685e-12
1.183999999999999913e-04,-1.608620494786848833e-12
1.185999999999999961e-04,-1.608313514796972163e-12
1.188000000000000010e-04,-1.608006534807100341e-12
1.189999999999999923e-04,-1.607699554817221046e-12
1.191999999999999971e-04,-1.607392574827350031e-12
1.193999999999999885e-04,-1.607085594837476188e-12
1.195999999999999933e-04,-1.606778614847602548e-12
1.197999999999999982e-04,-1.606471634857728504e-12
1.199999999999999895e-04,-1.606164654867850622e-12
1.201999999999999943e-04,-1.605857674877976174e-12
1.203999999999999992e-04,-1.605550694888099908e-12
1.205999999999999905e-04,-1.605243714898230105e-12
1.207999999999999954e-04,-1.604936734908351618e-12
1.210000000000000002e-04,-1.604629754918475352e-12
1.211999999999999916e-04,-1.604322774928604135e-12
1.213999999999999964e-04,-1.604015794938731505e-12
1.216000000000000013e-04,-1.603708814948855037e-12
1.217999999999999926e-04,-1.603468537088010131e-12
1.219999999999999974e-04,-1.603418466115899453e-12
1.221999999999999888e-04,-1.603368395143799276e-12
1.223999999999999936e-04,-1.603318324171696070e-12
1.225999999999999985e-04,-1.603268253199592056e-12
1.228000000000000033e-04,-1.603218182227484812e-12
1.229999999999999811e-04,-1.603168111255380192e-12
1.231999999999999860e-04,-1.603118040283280015e-12
1.233999999999999908e-04,-1.603067969311176405e-12
1.235999999999999957e-04,-1.603017898339067545e-12
1.238000000000000005e-04,-1.602967827366964137e-12
1.240000000000000054e-04,-1.602917756394861537e-12
1.241999999999999832e-04,-1.602867685422760350e-12
1.243999999999999880e-04,-1.602817614450654923e-12
1.245999999999999929e-04,-1.602767543478550505e-12
1.247999999999999977e-04,-1.602717472506445683e-12
1.250000000000000026e-04,-1.602667401534340660e-12
1.252000000000000075e-04,-1.602617330562239271e-12
1.253999999999999852e-04,-1.602567259590133440e-12
1.255999999999999901e-04,-1.602517188618031446e-12
1.257999999999999949e-04,-1.602467117645929250e-12
1.259999999999999998e-04,-1.602417046673821601e-12
1.262000000000000047e-04,-1.602366975701720212e-12
1.263999999999999824e-04,-1.602316904729614583e-12
1.265999999999999873e-04,-1.602266833757509761e-12
1.267999999999999921e-04,-1.602216762785408777e-12
1.269999999999999970e-04,-1.602166691813300926e-12
